Id,communities
W02-1019,20
W09-0809,15
W09-0805,7
P99-1009,7
P03-2039,34
J08-2001,13
P03-2033,61
P03-2031,19
W02-1010,16
N10-1119,27
A88-1028,59
W04-1018,13
N10-1113,0
W07-1711,117
N10-1116,12
W04-1013,31
L08-1242,21
W04-2609,11
L08-1246,0
W04-2604,22
W04-2605,22
W04-2606,22
W04-2602,12
W11-0809,21
W06-0208,16
W06-0204,16
P06-1126,34
C02-1076,19
C02-1077,50
C02-1070,47
C02-1071,21
P06-1121,15
C02-1073,31
W12-1906,20
P12-1111,34
W13-2234,2
W13-2237,31
W13-2231,23
E09-1080,11
W06-1910,13
W02-1011,27
E09-1089,5
L08-1064,22
P02-1018,11
D11-1116,16
D11-1117,12
D11-1115,35
P02-1012,5
D11-1118,7
W10-4143,11
P02-1017,0
W10-4145,0
W10-4146,11
H05-1009,11
H05-1008,16
C10-1103,27
W99-0623,19
C10-1101,5
C10-1100,12
W99-0626,47
C10-1106,14
H05-1003,26
H05-1002,21
W12-1016,3
W12-1010,21
W98-0211,61
P11-1098,16
P11-1078,27
P11-1074,1
J11-3001,22
J11-3002,6
J11-3005,27
C10-1046,9
N07-3002,11
P13-2093,27
C10-1043,11
N07-3005,100
C04-1180,50
P13-3004,9
W08-0308,11
P13-3001,12
P02-1015,6
C10-1028,7
W06-1643,51
N13-1092,5
I05-2004,20
W06-1647,12
N13-1095,14
W13-2415,16
P91-1030,12
W13-2416,14
W13-2411,20
W13-2410,20
P91-1037,12
P91-1036,12
P06-2104,11
P06-2105,10
C04-1189,13
P06-2100,12
P06-2102,22
C10-1020,27
P06-2108,110
P06-2109,6
D11-1002,16
W96-0114,136
W96-0111,12
W96-0113,12
P07-2055,34
P07-2057,11
P07-2056,12
P07-2051,14
C00-2087,36
P07-2053,12
P07-2052,11
C00-2088,144
C00-2089,12
W08-1910,7
I08-2101,5
I08-2103,5
I08-2107,22
L08-1447,21
P00-1015,12
I08-2108,26
P00-1016,7
P00-1011,26
P00-1010,0
P97-1065,47
C08-2034,11
J02-3001,11
C08-2031,8
P97-1063,47
L08-1441,74
W07-1424,8
W94-0111,12
W98-1124,5
C10-2028,27
C10-2025,19
C10-2027,27
C10-2023,15
C10-2022,149
P02-1008,124
S13-1013,9
W11-1207,9
W11-1206,25
W02-1602,19
W02-1601,15
W02-1605,3
W02-1604,15
N09-2043,16
H05-1085,20
N09-2044,16
P97-1032,12
N09-2048,1
W05-1518,19
A94-1026,87
A94-1027,10
A94-1024,12
A94-1025,71
A94-1028,150
A94-1029,41
W08-1133,6
W09-1316,11
I05-1048,34
L08-1535,34
I05-1043,13
I05-1040,25
I05-1041,19
W05-1510,6
C00-1043,10
W12-0514,22
C00-1041,21
C00-1040,104
C00-1047,25
C00-1046,0
W12-0513,33
C00-1044,27
P04-1020,4
P04-1021,25
P04-1022,15
P04-1026,111
W05-1517,50
H91-1044,12
W98-1309,12
S12-1093,113
S12-1097,9
W98-1303,12
P08-1119,7
J07-4004,50
D13-1083,31
D13-1081,36
P11-3006,8
P08-1112,19
P08-1113,20
P11-3002,5
P11-3003,20
D13-1089,9
E12-1068,0
P03-2002,12
W00-1309,12
P99-1019,6
P99-1018,3
P03-2004,42
P13-2058,31
W00-1301,9
J12-3002,78
W00-1304,7
J12-3004,154
S13-2025,45
W07-1527,11
W07-1521,11
S13-2029,20
W07-1709,21
W07-1705,16
W07-1704,26
W07-1707,3
W07-1706,10
W07-1701,21
W07-1703,7
W07-1702,51
D13-1158,5
J01-2002,12
L08-1251,21
P94-1013,12
P06-2123,34
W04-2614,22
D13-1155,5
W04-2611,12
W04-2610,11
P06-1112,10
P06-1113,10
P06-1111,11
P06-1117,11
P06-1115,14
C02-1067,42
C02-1065,25
C02-1064,6
C02-1062,2
C02-1061,146
C02-1060,20
L08-1521,12
N04-3002,81
N04-3001,112
C10-2013,11
J05-2005,0
W08-0405,15
W08-0406,15
W08-0401,15
P02-1029,22
P02-1026,11
P02-1027,22
P02-1025,11
P02-1022,16
D11-1108,9
L08-1078,22
W99-0635,12
C10-1137,33
C10-1134,27
C10-1132,34
C10-1130,51
W99-0632,22
C00-2108,22
W98-0203,26
P11-1081,4
P11-1083,93
W10-3602,3
W10-4138,34
N01-1011,19
P11-1089,12
P98-1079,22
C02-1144,7
A97-1054,16
C10-1051,15
M91-1036,41
C10-1055,4
C10-1054,20
C10-1057,7
W07-2211,105
C10-1026,50
W04-1221,26
E09-1098,25
P13-3014,4
W11-1215,47
E09-1092,50
E09-1097,6
E09-1096,112
J93-3003,12
W06-1672,25
W06-1670,21
W06-1671,14
P09-2081,27
P09-2082,4
P09-2083,8
P06-2118,26
W01-1401,19
W01-1402,15
W01-1403,6
W01-1404,15
W01-1406,15
W01-1407,20
W01-1408,20
W96-0309,72
W96-0303,12
H05-1010,19
W96-0305,22
W96-0306,22
C10-1022,4
C00-2094,22
C00-2097,42
C00-2091,151
C00-2090,25
C00-2093,6
C00-2092,15
C00-2099,16
C00-2098,103
N13-1136,130
C08-2008,35
W03-1402,7
P13-1083,15
C08-1057,22
P13-1086,9
P13-1085,22
D09-1105,15
D09-1106,19
D09-1101,4
D09-1102,4
D09-1103,13
W02-0507,10
D09-1108,11
W00-0404,12
J99-2002,19
S13-1005,9
W00-0407,12
S13-1002,157
J99-2004,12
W07-2219,0
W04-0508,16
W04-0505,10
W09-0433,15
N09-2054,21
N09-2057,6
A94-1030,47
P06-2082,8
A94-1035,158
N09-2058,6
A94-1037,35
C96-2148,12
P05-1071,21
W08-2104,50
W08-2102,11
W08-2101,14
C96-2147,47
W08-1102,78
W08-1105,6
J02-4001,5
I05-1054,159
I05-1057,26
I05-1051,20
I05-1053,25
C00-1076,84
C00-1077,47
P04-1038,26
C00-1072,13
C00-1073,6
C00-1070,12
P04-1033,121
C10-2124,48
P04-1030,11
C02-1103,121
C00-1078,15
C00-1079,148
A88-1007,28
P11-3011,50
P11-3014,119
I05-2044,11
I05-3030,26
W11-2306,119
P13-2041,9
J93-1007,12
W05-0304,14
P03-2013,4
P03-2012,4
P99-1026,119
P99-1024,42
P03-2019,34
W00-1316,10
W00-1315,34
P99-1021,3
J93-1002,12
N10-1131,5
N10-1135,25
N10-1138,13
L08-1267,0
L08-1263,65
D07-1077,15
D13-1143,11
H92-1022,12
D13-1146,3
H92-1025,12
C02-1052,34
C02-1053,4
C02-1050,20
C02-1051,4
P06-1101,7
C02-1057,3
C02-1054,26
P06-1102,21
C04-1164,133
C02-1058,20
J02-4004,5
P06-1109,0
P06-1108,50
W12-0703,3
W12-0704,15
W12-0706,21
W12-0707,11
D13-1090,9
D13-1097,27
L08-1049,3
J13-2002,13
P02-1031,26
P02-1034,11
W08-0411,15
P02-1039,6
P10-2023,7
W03-0432,26
W03-0433,19
L08-1099,22
C10-1127,4
W13-2807,15
C94-1074,22
C94-1073,28
A00-2008,10
A00-2009,19
P11-1097,9
P11-1094,2
A00-2001,49
A00-2002,51
A00-2003,6
A00-2004,3
A00-2005,11
A00-2006,7
A00-2007,19
C04-1183,20
W04-1218,26
C04-1181,78
C04-1186,13
C04-1187,10
C04-1185,8
J11-2003,4
J11-2002,99
C04-1188,11
W04-1211,12
W04-1216,26
W04-1217,21
W04-1214,21
W04-1215,26
W04-2002,0
W04-2003,16
P13-3021,20
L08-1442,10
W04-2007,19
W04-2004,19
W04-2005,12
W11-1208,9
W06-0402,95
W06-0403,143
W11-1205,25
W06-0406,50
W06-1668,11
P09-1008,0
W06-1660,26
W06-1663,13
W13-1701,11
W06-1667,14
W06-1666,13
C86-1108,28
P06-2122,15
P03-1065,12
P06-2121,133
J01-2004,11
W02-2003,26
P07-1083,57
P06-1100,7
W01-1412,15
W09-2420,69
W01-1415,8
W01-1414,15
P05-3014,27
W10-0102,23
P05-3010,25
A97-1050,47
P84-1023,28
A92-1020,12
E09-1011,15
A92-1022,22
N13-1128,28
A92-1024,0
A92-1025,90
A92-1026,105
A92-1027,119
A92-1028,47
A92-1029,72
E06-1008,42
N13-1124,27
P97-1041,47
P10-1120,0
P10-1121,0
C08-2019,27
P10-1125,51
P10-1126,123
P10-1127,16
N10-1002,50
J02-2003,22
N10-1005,11
A97-1052,22
A97-1053,22
P13-1097,27
A97-1051,7
A97-1056,19
P13-1093,16
A97-1055,22
W10-4121,27
D09-1117,20
D09-1115,19
D09-1114,19
D09-1111,25
D09-1110,157
D09-1119,26
C92-3127,135
W02-0711,19
C04-1001,36
W00-1414,6
W00-1416,6
W00-1417,6
W00-1410,6
P98-1023,158
W03-2008,11
A94-1045,79
A94-1046,90
A94-1047,126
A94-1041,43
A94-1042,55
W08-2132,13
W08-2133,13
W08-2137,13
W08-2134,14
I05-3002,110
W08-2139,13
C96-2157,12
I05-3005,11
I05-3006,26
W08-1114,81
W08-1112,6
C00-1069,6
C00-1068,1
W02-1031,73
C08-1024,132
C00-1061,25
P08-1042,8
C00-1063,22
C00-1062,6
C00-1065,36
C00-1067,50
C00-1066,121
W06-0502,8
N12-2003,27
P04-1006,11
H91-1061,41
H91-1067,12
H91-1065,12
C08-1098,21
C08-1094,11
C08-1097,4
C08-1091,21
D09-1089,7
W07-0414,15
W07-0412,15
P13-1075,96
P13-2076,4
P99-1030,3
S13-2008,9
P13-2073,39
W00-1326,21
W00-1327,22
W00-1325,22
W00-1322,8
W00-1323,26
W00-1320,26
H05-1075,10
J12-4006,6
J12-4002,50
J12-4003,22
W00-1411,6
N10-1145,9
N10-1146,13
N10-1141,19
N10-1143,3
P94-1032,12
D13-1174,12
C02-1047,8
C02-1046,22
C02-1040,22
E06-3004,26
H94-1034,12
C02-1049,34
W03-1704,3
S13-2078,27
W05-0832,31
P12-1007,13
L08-1054,26
W10-2416,26
W05-0831,19
W10-2411,25
P02-1044,19
S13-2073,27
W13-2209,31
P02-1047,11
W03-0429,21
W03-0428,26
W03-0425,19
P02-1048,24
S13-2071,27
W01-1312,0
W01-1313,0
C10-1151,11
C10-1153,14
C94-1043,22
Q13-1011,2
W10-1401,11
W97-0208,12
W97-0207,12
W97-0205,12
W97-0202,12
W97-0203,22
W97-0201,12
C04-1158,1
A00-2019,2
A00-2018,11
A00-2013,21
A00-2012,166
A00-2011,9
W03-1714,20
A00-2017,9
A00-2016,10
A00-2015,11
A00-2014,73
C04-1194,89
C04-1197,14
W04-1209,26
C10-1039,5
C04-1192,20
C10-1037,5
W07-1102,21
W07-1101,21
C10-1033,15
C10-1031,24
C10-1030,21
L08-1451,21
L08-1450,0
L08-1452,0
L08-1454,12
N10-2001,24
W04-2010,12
E93-1026,22
C92-4209,28
W06-0140,34
C92-4200,41
J92-3001,62
W06-1619,50
W06-1614,0
J93-2004,12
J93-2006,12
W06-1612,4
J93-2002,12
P11-1139,34
W13-2117,13
W02-2016,8
W02-2014,22
P11-1134,10
W02-2010,26
W12-3705,27
W12-3707,27
N03-1011,11
J00-2004,90
I05-3004,15
W96-0414,6
C92-2099,22
J06-4003,3
P05-3009,0
J06-4002,130
P05-3003,50
P05-3002,3
I05-4001,138
I05-4003,36
I05-4002,0
I05-4009,10
D07-1023,21
P84-1039,153
E95-1004,0
C04-1137,57
A92-1030,61
A92-1037,41
A92-1036,67
W07-2108,16
A92-1034,46
N13-1114,48
C04-1135,8
N13-1110,13
C04-1134,13
D07-1130,13
P10-1133,7
C08-3004,39
P10-1131,11
P10-1130,3
P97-1059,12
C08-3003,36
P10-1134,22
A97-1044,26
D07-1074,26
A97-1046,12
A97-1041,6
A97-1040,6
A97-1043,12
A97-1042,5
D09-1122,9
D09-1120,11
A97-1049,26
A97-1048,169
D09-1124,47
W02-0709,86
W03-1613,8
S13-1029,9
W02-0703,3
W00-1404,5
W00-1403,51
W00-1401,6
C00-1060,8
W11-1826,24
W11-1823,4
P11-2030,19
W08-2124,14
W08-2127,13
I05-3018,34
W08-2121,13
I05-3013,26
I05-3012,26
W08-2129,13
W08-2128,13
W11-0821,34
P06-1123,15
P98-2206,21
P98-2208,12
C00-1018,116
C00-1019,19
C00-1014,15
C00-1015,19
C00-1017,0
C00-1010,11
C00-1011,11
C00-1012,164
C00-1013,19
P04-1011,6
P04-1013,11
P04-1012,1
P04-1015,42
P04-1014,50
W03-1606,81
P13-3023,6
W97-1304,47
H91-1074,12
H91-1077,12
P04-1009,170
W97-1303,24
D12-1028,21
P13-1016,15
C94-2123,22
W07-0408,6
W07-0401,15
W07-0403,15
C08-1081,68
P13-2069,15
W00-1314,47
P13-2063,50
P04-1001,24
P13-2065,48
P12-2055,15
P13-2066,51
D09-1099,7
P99-1046,26
P99-1043,47
J08-4003,11
P12-2050,4
P04-3026,25
W12-3128,11
L08-1202,9
W11-1718,27
W08-1308,42
H94-1027,12
W12-1632,4
W03-2801,6
W03-2806,16
J07-1004,10
J07-1006,153
J07-1003,23
P98-1080,12
W13-3504,34
W10-3809,6
C00-2122,19
W10-2405,57
W10-3803,15
W13-3508,5
W13-3509,4
W10-2401,25
C00-2124,19
W03-0412,4
P02-1056,0
W03-0410,22
W03-0411,26
W03-0416,7
W10-4101,34
W10-4103,34
W12-3126,50
W10-4109,7
P02-1058,13
C10-1144,50
C10-1142,11
C10-1140,8
C10-1149,9
C94-1052,22
W97-0213,12
D12-1106,3
D12-1103,21
P06-1067,15
A00-2028,1
A00-2029,1
A00-2026,6
A00-2027,1
A00-2024,5
A00-2025,3
A00-2022,50
A00-2023,6
A00-2020,0
A00-2021,50
C10-1003,25
J03-4003,22
J03-4001,12
J03-4004,22
W12-2002,7
P09-3009,9
W06-0608,50
W13-1723,21
W06-1608,6
W06-0602,14
W11-1006,20
W11-1001,23
W06-1602,50
W06-0606,21
W02-2022,26
P11-1129,173
W13-2102,6
P11-1123,11
P11-1121,2
W02-2029,26
E06-2028,14
P11-1125,19
W96-0401,6
H05-1021,15
W09-1207,14
P99-1033,12
W10-3812,15
I05-7008,8
I05-7009,7
P99-1034,46
A92-1006,6
W07-2110,60
A92-1004,12
A92-1002,6
A92-1001,81
N13-1108,4
A92-1008,160
A92-1009,6
W04-2208,6
H05-1029,1
W04-2201,19
W04-2206,22
N04-1005,24
W04-2803,81
W04-2801,81
W13-1108,27
W13-1109,48
D11-1026,3
W11-0207,26
W11-0208,26
J98-1005,12
W00-1321,3
W13-1106,27
C04-1141,21
W07-1906,49
D09-1135,11
D09-1136,11
D09-1131,27
D09-1133,13
D09-1132,10
W12-3110,23
C00-2111,19
J96-1003,35
W12-3116,23
W06-2609,10
C00-2118,22
C00-2119,15
M92-1015,22
W12-4102,27
W00-1436,6
A97-1003,3
W10-0907,13
W97-0803,10
W13-5002,7
P11-2027,31
I05-3027,34
I05-3024,34
I05-3020,34
P98-2210,16
P98-2214,22
N10-1056,5
I05-1086,6
P06-2012,14
I05-1084,12
I05-1082,25
C00-1009,171
I05-1081,19
C00-1007,6
C00-1006,91
C00-1004,34
C00-1003,22
P06-2010,14
I05-1088,47
W03-2123,42
P04-1064,20
W03-1612,8
W03-1610,1
P04-1060,0
W09-2303,15
P04-1062,12
P04-1063,19
W97-1314,24
P04-1068,19
W09-2308,15
N13-2002,11
W05-1202,9
W05-1203,9
W05-1204,142
W05-1205,15
P13-2015,24
P13-2016,130
W05-1209,7
W06-2935,0
P99-1057,92
W10-0724,7
W05-0301,21
C96-1041,12
C96-1043,43
W00-0801,20
C04-1179,174
L08-1213,0
P94-1051,22
L08-1210,22
D13-1116,11
D13-1111,31
D13-1112,48
D13-1113,27
D13-1119,34
H94-1054,12
N03-1018,47
D11-1111,50
I05-3008,9
P05-1037,51
P02-1063,21
P02-1061,26
W03-0405,14
P06-2020,13
W03-0407,12
W03-0403,50
W03-0402,11
W03-0409,1
W03-0408,3
W10-4119,27
P13-1005,13
C02-1042,10
W11-2206,25
D12-1118,23
D12-1111,146
A00-2031,11
A00-2030,14
A00-2033,42
A00-2032,22
A00-2035,3
A00-2034,22
A00-2037,163
A00-2036,175
A00-2039,134
A00-2038,57
C10-1016,13
C10-1012,6
J95-4004,12
P12-3007,0
L08-1438,10
W06-1632,3
W06-3125,21
W06-1630,38
W06-3120,21
W13-1732,111
W06-1638,11
P01-1032,6
W13-1738,13
W02-2031,26
W02-2030,50
W02-2032,0
P11-1114,16
P05-3026,19
P05-3020,21
W09-1215,13
W07-1422,3
P84-1013,28
P84-1014,28
A92-1019,71
A92-1018,12
E03-1052,0
A92-1011,22
A92-1010,6
A92-1013,22
A92-1012,22
A92-1015,35
A92-1014,22
A92-1017,35
A92-1016,94
P11-2100,27
P05-2004,21
P11-2101,27
A00-1040,51
P11-2103,27
W10-2415,7
W98-1406,6
W04-2216,141
P10-1111,11
P10-1110,11
P05-2005,26
P10-1112,11
P10-1115,38
P10-1114,27
A00-3005,152
W02-1411,9
W11-1610,5
C10-2095,19
C10-2096,34
W06-1414,153
J94-1002,12
P02-1045,21
C00-2103,19
C00-2102,19
C00-2100,22
C00-2105,0
C00-2104,154
C00-2109,8
W12-3108,23
P09-1094,5
W00-1429,6
P02-1042,11
I05-3003,11
W00-1422,6
W03-0423,26
P13-1111,48
P11-2014,107
P13-1113,3
P11-2012,27
P13-1115,22
P13-1118,12
P05-2001,21
C96-2109,79
P98-2222,5
C02-1138,6
P98-2228,12
C00-1032,12
C00-1030,26
C00-1031,51
C00-1036,5
C00-1034,19
W09-2310,15
C00-1038,124
C00-1039,10
P04-1077,31
P04-1070,103
P06-1004,3
C04-1096,108
P09-2058,15
P06-1006,11
W05-1619,6
J09-4004,12
J09-4006,34
P06-1001,19
C02-1137,123
W02-0102,21
P13-2001,39
P99-1065,21
W00-0718,19
W02-1006,3
L08-1224,9
W04-2506,10
C96-1058,12
P94-1041,12
P10-1055,50
P88-1024,46
P88-1027,41
A88-1019,12
D13-1108,15
H94-1042,119
W04-3222,50
H94-1049,12
W12-0215,57
W03-1807,47
W13-2408,21
W03-1803,25
W97-1505,12
W10-4128,34
X98-1014,26
X98-1017,3
W10-4125,92
J06-3002,13
J06-3004,1
P11-1093,2
E91-1019,59
D12-1120,8
D12-1126,34
D12-1129,7
A00-2040,66
A00-2041,81
A00-2043,104
W04-0307,11
W04-0305,0
W04-0304,81
P13-1167,3
L08-1150,11
L08-1151,0
L08-1155,47
L08-1404,21
D08-1110,21
D08-1111,34
W99-0202,26
W06-0112,19
W99-0207,24
C04-1191,34
W13-3520,21
W06-0119,34
W13-3524,16
E06-2009,6
C04-1193,10
W06-1623,11
W06-1622,14
C94-2160,12
C10-1038,10
W06-1628,15
W13-2123,6
C94-2167,22
W03-1020,3
W08-0336,34
W03-1022,11
W03-1024,4
W03-1025,47
W03-1026,26
P11-1109,9
P11-1108,0
W10-2602,48
W03-0210,81
C04-1011,172
C04-1012,93
C04-1013,155
C04-1014,173
C04-1015,15
C04-1016,165
C04-1017,109
C04-1018,26
C04-1199,10
C08-1017,21
P88-1002,28
W08-0330,31
W04-1202,47
W98-0720,54
D13-1121,22
C08-1010,114
W05-0506,19
W05-0504,0
P06-2079,27
P06-2071,7
P06-2072,7
C08-1011,45
W13-2501,25
P06-2075,9
W13-0904,13
W06-2205,9
W02-1408,47
P13-1092,14
P10-1160,22
C04-1163,21
W02-1402,20
W02-1405,20
W02-1404,19
W02-1406,26
W07-2213,175
W11-1608,5
W07-2216,14
W07-2217,11
W07-2215,42
W11-1602,5
W07-2218,11
W06-1406,9
W11-1607,3
W11-1606,5
W11-1605,5
W06-1402,61
W94-0329,6
J04-4002,20
W94-0324,6
C00-2136,16
C00-2137,13
C00-2134,125
C00-2135,15
C00-2132,21
C00-2133,5
W12-3130,20
D07-1109,22
D07-1106,25
D07-1105,19
C00-2139,0
J04-4004,11
P03-1008,19
W02-0105,22
P97-1007,22
P97-1004,177
P11-2006,16
P13-1103,50
C96-2114,12
P13-1107,25
C96-2110,90
P13-1108,22
C96-2119,12
W05-1508,6
W13-2131,36
C00-1025,92
C00-1024,112
C00-1027,34
C00-1026,9
C00-1021,21
W03-2107,1
C00-1023,22
C00-1022,156
P04-1042,0
P04-1040,11
C00-1029,22
P04-1047,22
P04-1044,1
W13-1301,3
W13-1302,6
J05-3002,19
J05-3004,4
J93-2005,41
P07-1128,3
P07-1129,133
I08-1066,15
P07-1124,27
P07-1120,13
W00-0904,26
W04-3230,34
N06-1007,16
J09-4010,51
J90-2001,28
P13-2033,34
P13-2036,25
P13-2037,12
P13-2034,3
W12-4301,27
E03-1025,11
P99-1071,5
W12-4306,27
E12-1078,6
H93-1071,12
D09-1036,3
W08-1408,112
P98-2230,47
W08-1402,57
P98-2236,22
L08-1234,21
L08-1233,0
D13-1130,3
L08-1239,22
L08-1238,7
C96-1068,28
C96-1069,12
D11-1006,11
W12-0208,57
A97-1017,21
W04-2421,14
P03-2041,15
D09-1159,27
W97-1511,136
W09-2109,127
A97-1013,12
A97-1010,178
A97-1011,16
H05-1096,23
H05-1094,14
H05-1099,11
C94-1086,160
D13-1011,107
E91-1004,12
A97-1023,35
W05-1006,7
W05-1008,22
W05-1009,22
H05-1086,3
D12-1133,11
W10-1502,2
D09-1154,25
A97-1022,35
J93-1009,119
J93-1004,12
J93-1005,12
L08-1140,19
J93-1001,12
L08-1145,31
A97-1021,53
W02-0907,22
W02-0906,22
W02-0905,22
D08-1108,178
D08-1103,146
W13-2806,15
W06-0106,4
W96-0417,6
W06-0103,26
L08-1394,47
P08-1083,34
L08-1091,11
J01-4001,47
J01-4004,12
L08-1097,22
C08-1061,4
W09-0509,81
E06-2014,25
C94-2174,12
P08-1085,12
I05-2010,110
C04-1002,8
W03-0201,10
C04-1007,13
C04-1006,15
W03-0205,81
C04-1004,12
I05-2018,34
I05-2019,0
W03-0209,2
C04-1008,60
W09-1901,24
P10-1004,50
W10-1407,0
C00-2160,100
W10-1408,11
D10-1054,48
P06-2069,8
P06-2068,13
P06-2063,5
P06-2060,19
P06-2067,22
P06-2064,25
W06-3108,15
W06-3101,20
W11-0503,3
E09-3009,20
A88-1012,41
W07-2204,11
W07-2207,6
W07-2206,50
W07-2201,50
W07-2203,50
W07-2202,50
W07-2209,12
W07-2208,50
N12-1064,3
C00-2129,129
C00-2128,22
P08-4002,5
W12-3121,23
W12-3120,23
C00-2123,20
W12-3122,23
W12-3125,15
W12-3124,19
C00-2127,12
C00-2126,6
D07-1110,50
D07-1113,27
D07-1115,27
D07-1114,27
D07-1117,11
D07-1119,11
D07-1118,12
W12-2304,99
W12-2302,34
W12-2303,34
W12-3307,3
H90-1070,41
J13-1004,0
J13-1005,0
J13-1006,0
P11-2078,48
M93-1026,41
J13-1003,0
P11-2076,11
W97-0808,22
P13-1136,13
P13-1134,13
D09-1072,12
D09-1073,15
W03-2113,1
W03-2112,34
P04-1054,14
S12-1001,4
A92-1035,41
S12-1007,11
W98-1424,6
A92-1039,36
J11-1007,11
J11-1005,34
J11-1002,27
J11-1003,36
J11-1001,13
W00-0714,171
P13-2024,13
P99-1082,3
W04-3006,170
P13-2021,11
W00-0712,34
W00-0713,21
W04-3009,10
W11-2102,15
H93-1046,12
H93-1047,12
H93-1045,12
D10-1121,27
W09-2805,9
W09-2807,5
P95-1041,12
W08-0506,50
P98-2247,22
W09-2808,5
D13-1129,11
J01-3003,22
D13-1125,13
H92-1041,12
D13-1120,50
D13-1123,50
C04-1173,20
C04-1172,147
J96-3004,47
A00-3003,6
A00-3001,6
W09-2112,2
J90-1003,12
J97-3002,47
J97-3003,12
W06-0131,34
N03-2008,11
D12-1091,13
D12-1096,11
D12-1097,47
D12-1095,0
C94-1099,28
H05-1084,13
L08-1399,7
H05-1081,13
W06-0134,34
H05-1082,14
J06-2003,6
J06-2002,78
C94-1093,22
L08-1391,50
H05-1088,7
C94-1097,12
W05-1010,19
P10-1132,21
W95-0114,47
W95-0115,47
C96-1072,12
W95-0111,179
W95-0112,12
W95-0113,12
C92-4188,28
L08-1176,21
W06-0138,11
W06-0139,34
E12-1004,9
W06-0130,34
W13-2812,15
W06-0136,34
W13-2814,63
W13-2817,48
W12-0415,21
